STATUS,TABLE,FIELD,CHECK,CATEGORY,SUBCATEGORY,LEVEL,NOTES,DESCRIPTION,% RECORDS
NOT APPLICABLE,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 199752 (SECONDARY MALIGNANT NEOPLASM OF OVARY), the number and percent of records associated with patients with an implausible gender (correct gender = FEMALE). (Threshold=5%).",0%
NOT APPLICABLE,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 199764 (BENIGN NEOPLASM OF OVARY), the number and percent of records associated with patients with an implausible gender (correct gender = FEMALE). (Threshold=5%).",0%
NOT APPLICABLE,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 199876 (PROLAPSE OF FEMALE GENITAL ORGANS), the number and percent of records associated with patients with an implausible gender (correct gender = FEMALE). (Threshold=5%).",0%
NOT APPLICABLE,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 199877 (MUCOUS POLYP OF CERVIX), the number and percent of records associated with patients with an implausible gender (correct gender = FEMALE). (Threshold=5%).",0%
NOT APPLICABLE,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 199878 (LIGHT AND INFREQUENT MENSTRUATION), the number and percent of records associated with patients with an implausible gender (correct gender = FEMALE). (Threshold=5%).",0%
NOT APPLICABLE,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 199881 (ENDOMETRIOSIS OF OVARY), the number and percent of records associated with patients with an implausible gender (correct gender = FEMALE). (Threshold=5%).",0%
NOT APPLICABLE,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 200051 (PRIMARY MALIGNANT NEOPLASM OF OVARY), the number and percent of records associated with patients with an implausible gender (correct gender = FEMALE). (Threshold=5%).",0%
NOT APPLICABLE,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 200052 (PRIMARY MALIGNANT NEOPLASM OF UTERINE ADNEXA), the number and percent of records associated with patients with an implausible gender (correct gender = FEMALE). (Threshold=5%).",0%
NOT APPLICABLE,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 200147 (ATROPHY OF PROSTATE), the number and percent of records associated with patients with an implausible gender (correct gender = MALE). (Threshold=5%).",0%
NOT APPLICABLE,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 200445 (CHRONIC PROSTATITIS), the number and percent of records associated with patients with an implausible gender (correct gender = MALE). (Threshold=5%).",0%
NOT APPLICABLE,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 200452 (DISORDER OF FEMALE GENITAL ORGANS), the number and percent of records associated with patients with an implausible gender (correct gender = FEMALE). (Threshold=5%).",0%
NOT APPLICABLE,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 200461 (ENDOMETRIOSIS OF UTERUS), the number and percent of records associated with patients with an implausible gender (correct gender = FEMALE). (Threshold=5%).",0%
NOT APPLICABLE,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 200670 (BENIGN NEOPLASM OF MALE GENITAL ORGAN), the number and percent of records associated with patients with an implausible gender (correct gender = MALE). (Threshold=5%).",0%
NOT APPLICABLE,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 200675 (NEOPLASM OF UNCERTAIN BEHAVIOR OF OVARY), the number and percent of records associated with patients with an implausible gender (correct gender = FEMALE). (Threshold=5%).",0%
NOT APPLICABLE,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 200775 (ENDOMETRIAL HYPERPLASIA), the number and percent of records associated with patients with an implausible gender (correct gender = FEMALE). (Threshold=5%).",0%
NOT APPLICABLE,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 200779 (POLYP OF CORPUS UTERI), the number and percent of records associated with patients with an implausible gender (correct gender = FEMALE). (Threshold=5%).",0%
NOT APPLICABLE,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 200780 (DISORDER OF UTERUS), the number and percent of records associated with patients with an implausible gender (correct gender = FEMALE). (Threshold=5%).",0%
NOT APPLICABLE,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 200962 (PRIMARY MALIGNANT NEOPLASM OF PROSTATE), the number and percent of records associated with patients with an implausible gender (correct gender = MALE). (Threshold=5%).",0%
PASS,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 200970 (CARCINOMA IN SITU OF PROSTATE), the number and percent of records associated with patients with an implausible gender (correct gender = MALE). (Threshold=5%).",0%
NOT APPLICABLE,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 201072 (BENIGN PROSTATIC HYPERTROPHY WITHOUT OUTFLOW OBSTRUCTION), the number and percent of records associated with patients with an implausible gender (correct gender = MALE). (Threshold=5%).",0%
NOT APPLICABLE,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 201078 (ATROPHIC VAGINITIS), the number and percent of records associated with patients with an implausible gender (correct gender = FEMALE). (Threshold=5%).",0%
NOT APPLICABLE,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 201211 (HERPETIC VULVOVAGINITIS), the number and percent of records associated with patients with an implausible gender (correct gender = FEMALE). (Threshold=5%).",0%
NOT APPLICABLE,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 201238 (PRIMARY MALIGNANT NEOPLASM OF FEMALE GENITAL ORGAN), the number and percent of records associated with patients with an implausible gender (correct gender = FEMALE). (Threshold=5%).",0%
NOT APPLICABLE,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 201244 (BENIGN NEOPLASM OF VAGINA), the number and percent of records associated with patients with an implausible gender (correct gender = FEMALE). (Threshold=5%).",0%
NOT APPLICABLE,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 201257 (DISORDER OF ENDOCRINE OVARY), the number and percent of records associated with patients with an implausible gender (correct gender = FEMALE). (Threshold=5%).",0%
NOT APPLICABLE,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 201346 (EDEMA OF PENIS), the number and percent of records associated with patients with an implausible gender (correct gender = MALE). (Threshold=5%).",0%
NOT APPLICABLE,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 201355 (EROSION AND ECTROPION OF THE CERVIX), the number and percent of records associated with patients with an implausible gender (correct gender = FEMALE). (Threshold=5%).",0%
NOT APPLICABLE,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 201527 (NEOPLASM OF UNCERTAIN BEHAVIOR OF PROSTATE), the number and percent of records associated with patients with an implausible gender (correct gender = MALE). (Threshold=5%).",0%
NOT APPLICABLE,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 201617 (PROSTATIC CYST), the number and percent of records associated with patients with an implausible gender (correct gender = MALE). (Threshold=5%).",0%
NOT APPLICABLE,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 201625 (MALPOSITION OF UTERUS), the number and percent of records associated with patients with an implausible gender (correct gender = FEMALE). (Threshold=5%).",0%
NOT APPLICABLE,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 201801 (PRIMARY MALIGNANT NEOPLASM OF FALLOPIAN TUBE), the number and percent of records associated with patients with an implausible gender (correct gender = FEMALE). (Threshold=5%).",0%
NOT APPLICABLE,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 201817 (BENIGN NEOPLASM OF FEMALE GENITAL ORGAN), the number and percent of records associated with patients with an implausible gender (correct gender = FEMALE). (Threshold=5%).",0%
NOT APPLICABLE,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 201823 (BENIGN NEOPLASM OF PENIS), the number and percent of records associated with patients with an implausible gender (correct gender = MALE). (Threshold=5%).",0%
NOT APPLICABLE,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 201907 (EDEMA OF MALE GENITAL ORGANS), the number and percent of records associated with patients with an implausible gender (correct gender = MALE). (Threshold=5%).",0%
NOT APPLICABLE,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 201909 (FEMALE INFERTILITY), the number and percent of records associated with patients with an implausible gender (correct gender = FEMALE). (Threshold=5%).",0%
NOT APPLICABLE,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 201913 (TORSION OF THE OVARY, OVARIAN PEDICLE OR FALLOPIAN TUBE), the number and percent of records associated with patients with an implausible gender (correct gender = FEMALE). (Threshold=5%).",0%
NOT APPLICABLE,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 314409 (VASCULAR DISORDER OF PENIS), the number and percent of records associated with patients with an implausible gender (correct gender = MALE). (Threshold=5%).",0%
NOT APPLICABLE,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 315586 (PRIAPISM), the number and percent of records associated with patients with an implausible gender (correct gender = MALE). (Threshold=5%).",0%
NOT APPLICABLE,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 433716 (PRIMARY MALIGNANT NEOPLASM OF TESTIS), the number and percent of records associated with patients with an implausible gender (correct gender = MALE). (Threshold=5%).",0%
NOT APPLICABLE,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 434251 (INJURY OF MALE EXTERNAL GENITAL ORGANS), the number and percent of records associated with patients with an implausible gender (correct gender = MALE). (Threshold=5%).",0%
NOT APPLICABLE,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 435315 (TORSION OF TESTIS), the number and percent of records associated with patients with an implausible gender (correct gender = MALE). (Threshold=5%).",0%
NOT APPLICABLE,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 435648 (RETRACTILE TESTIS), the number and percent of records associated with patients with an implausible gender (correct gender = MALE). (Threshold=5%).",0%
NOT APPLICABLE,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 436155 (REDUNDANT PREPUCE AND PHIMOSIS), the number and percent of records associated with patients with an implausible gender (correct gender = MALE). (Threshold=5%).",0%
NOT APPLICABLE,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 436358 (PRIMARY MALIGNANT NEOPLASM OF EXOCERVIX), the number and percent of records associated with patients with an implausible gender (correct gender = FEMALE). (Threshold=5%).",0%
NOT APPLICABLE,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 436366 (BENIGN NEOPLASM OF TESTIS), the number and percent of records associated with patients with an implausible gender (correct gender = MALE). (Threshold=5%).",0%
NOT APPLICABLE,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 436466 (BALANOPOSTHITIS), the number and percent of records associated with patients with an implausible gender (correct gender = MALE). (Threshold=5%).",0%
NOT APPLICABLE,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 437501 (PRIMARY MALIGNANT NEOPLASM OF LABIA MAJORA), the number and percent of records associated with patients with an implausible gender (correct gender = FEMALE). (Threshold=5%).",0%
NOT APPLICABLE,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 437655 (UNDESCENDED TESTICLE), the number and percent of records associated with patients with an implausible gender (correct gender = MALE). (Threshold=5%).",0%
NOT APPLICABLE,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 438477 (ATROPHY OF TESTIS), the number and percent of records associated with patients with an implausible gender (correct gender = MALE). (Threshold=5%).",0%
NOT APPLICABLE,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 439871 (HEMOSPERMIA), the number and percent of records associated with patients with an implausible gender (correct gender = MALE). (Threshold=5%).",0%
NOT APPLICABLE,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 440971 (NEOPLASM OF UNCERTAIN BEHAVIOR OF TESTIS), the number and percent of records associated with patients with an implausible gender (correct gender = MALE). (Threshold=5%).",0%
NOT APPLICABLE,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 441068 (TORSION OF APPENDIX OF TESTIS), the number and percent of records associated with patients with an implausible gender (correct gender = MALE). (Threshold=5%).",0%
NOT APPLICABLE,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 441077 (STENOSIS OF CERVIX), the number and percent of records associated with patients with an implausible gender (correct gender = FEMALE). (Threshold=5%).",0%
NOT APPLICABLE,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 441805 (PRIMARY MALIGNANT NEOPLASM OF ENDOCERVIX), the number and percent of records associated with patients with an implausible gender (correct gender = FEMALE). (Threshold=5%).",0%
NOT APPLICABLE,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 442781 (DISORDER OF UTERINE CERVIX), the number and percent of records associated with patients with an implausible gender (correct gender = FEMALE). (Threshold=5%).",0%
NOT APPLICABLE,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 443211 (BENIGN PROSTATIC HYPERTROPHY WITH OUTFLOW OBSTRUCTION), the number and percent of records associated with patients with an implausible gender (correct gender = MALE). (Threshold=5%).",0%
NOT APPLICABLE,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 443435 (PRIMARY UTERINE INERTIA), the number and percent of records associated with patients with an implausible gender (correct gender = FEMALE). (Threshold=5%).",0%
NOT APPLICABLE,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 443800 (AMENORRHEA), the number and percent of records associated with patients with an implausible gender (correct gender = FEMALE). (Threshold=5%).",0%
NOT APPLICABLE,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 444078 (INFLAMMATION OF CERVIX), the number and percent of records associated with patients with an implausible gender (correct gender = FEMALE). (Threshold=5%).",0%
NOT APPLICABLE,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,Plausibility,Atemporal,CONCEPT,None,"For a CONCEPT_ID 444106 (CANDIDIASIS OF VULVA), the number and percent of records associated with patients with an implausible gender (correct gender = FEMALE). (Threshold=5%).",0%
